INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
2НДФЛ,Ремонт,0,0.36,женский,0,0,высшее,специалист,<50,0.0,13.0,51.0,Торговля,ООО,холост / не замужем,4.0,4.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.5,3.0,3.0,17.0,6.0,1.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.38,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,72.0,43.0,Торговля,ООО,женат / замужем,7.0,5.0,3.0,3.0,3.0,0.0056818182,0.0,2.0,1.0,1.0,0.1764705882,3.0,14.0,175.0,17.0,1.0,3.0,1.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.08,мужской,0,0,незаконченное высшее,специалист,>250,0.0,14.0,26.0,Другое,ООО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,30.0,5.0,0.0,3.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.47,мужской,0,0,второе высшее,специалист,>250,0.0,40.0,37.0,Торговля,ООО,женат / замужем,3.0,0.0,0.0,0.0,0.0,0.1625,1.0,1.0,1.0,0.0,0.6,3.0,2.0,67.0,5.0,1.0,1.0,2.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.41,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,66.0,38.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.125,1.0,7.0,96.0,8.0,1.0,3.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.49,женский,2,0,высшее,вспомогательный персонал,<50,2.0,77.0,36.0,Торговля,Индивидуальный предприниматель,женат / замужем,6.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,25.0,3.0,1.0,0.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.42,мужской,2,0,среднее-специальное,менеджер высшего звена,<50,0.0,102.0,37.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0610526316,1.0,0.0,0.0,0.0,0.15625,5.0,27.0,446.0,32.0,1.0,0.0,17.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,0,0.25,мужской,0,0,высшее,менеджер высшего звена,<50,0.0,50.0,30.0,Торговля,ООО,женат / замужем,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.1666666667,2.0,4.0,38.0,6.0,2.0,1.0,1.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.53,женский,0,0,высшее,менеджер среднего звена,>250,0.0,68.0,38.0,Торговля,ООО,разведен / разведена,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,3.0,37.0,4.0,0.0,0.0,17.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.41,женский,0,0,высшее,специалист,>250,0.0,14.0,28.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.1379310345,0.0,0.0,0.0,0.0,0.5,1.0,1.0,25.0,2.0,0.0,1.0,9.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.43,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,23.0,35.0,Торговля,ООО,женат / замужем,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,5.0,5.0,145.0,10.0,3.0,1.0,2.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.16,мужской,0,0,высшее,специалист,>250,0.0,7.0,31.0,Торговля,ООО,холост / не замужем,2.0,2.0,2.0,2.0,2.0,0.3544303797,1.0,0.0,0.0,0.0,0.0,0.0,5.0,102.0,5.0,0.0,0.0,32.0,84.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Отпуск,0,0.24,мужской,0,0,высшее,менеджер среднего звена,<50,1.0,22.0,26.0,Другое,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.170212766,0.0,0.0,0.0,0.0,1.0,4.0,0.0,78.0,4.0,1.0,0.0,11.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.45,женский,0,0,высшее,специалист,>250,2.0,8.0,26.0,Другое,ОАО,холост / не замужем,3.0,2.0,1.0,1.0,0.0,0.2357723577,1.0,1.0,0.0,0.0,0.25,2.0,6.0,94.0,8.0,2.0,0.0,1.0,38.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.34,женский,0,0,высшее,специалист,>250,0.0,15.0,24.0,Юридические услуги,ООО,женат / замужем,2.0,2.0,2.0,1.0,1.0,0.1111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,0.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка недвижимости/ строительство,0,0.54,женский,1,0,второе высшее,менеджер среднего звена,>250,1.0,78.0,42.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,3.0,145.0,5.0,1.0,1.0,37.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.26,женский,1,0,среднее-специальное,рабочий,>250,0.0,91.0,36.0,Другое,ОАО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.1590909091,0.0,0.0,0.0,0.0,0.5,1.0,1.0,37.0,2.0,0.0,1.0,21.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.17,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,10.0,29.0,Другое,ОАО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.1209677419,1.0,0.0,0.0,0.0,0.1428571429,1.0,6.0,109.0,7.0,0.0,2.0,26.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.31,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,42.0,29.0,Другое,Государственное предприятие,холост / не замужем,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.49,мужской,1,0,незаконченное высшее,торговый представитель,>250,0.0,24.0,25.0,Торговля,ООО,женат / замужем,2.0,2.0,2.0,1.0,0.0,0.641509434,0.0,1.0,1.0,1.0,0.5,2.0,2.0,19.0,4.0,1.0,0.0,0.0,65.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.35,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,13.0,29.0,Сельское и лесное хозяйство,ООО,женат / замужем,1.0,1.0,1.0,1.0,0.0,0.1219512195,1.0,0.0,0.0,0.0,0.1,1.0,9.0,108.0,10.0,0.0,2.0,17.0,83.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.47,женский,1,0,высшее,менеджер среднего звена,<50,0.0,13.0,31.0,Торговля,Индивидуальный предприниматель,женат / замужем,2.0,1.0,1.0,1.0,1.0,0.0183486239,1.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,107.0,6.0,2.0,0.0,16.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка автомобиля,1,0.51,женский,0,0,незаконченное высшее,специалист,<50,0.0,18.0,23.0,Торговля,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0508474576,0.0,0.0,0.0,0.0,0.6,3.0,2.0,56.0,5.0,1.0,0.0,7.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка земли,1,0.59,женский,1,0,высшее,специалист,>250,0.0,33.0,31.0,Торговля,ООО,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.5222222222,0.0,0.0,0.0,0.0,0.2857142857,2.0,5.0,43.0,7.0,2.0,0.0,7.0,95.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Форма банка (без печати работодателя),Ремонт,1,0.59,мужской,0,0,высшее,менеджер среднего звена,<50,0.0,120.0,38.0,Другое,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.136,1.0,1.0,0.0,0.0,0.5,4.0,4.0,216.0,8.0,2.0,0.0,5.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.59,мужской,0,0,высшее,специалист,>250,1.0,19.0,28.0,Другое,ЗАО,женат / замужем,5.0,5.0,5.0,1.0,1.0,0.0082304527,0.0,0.0,0.0,0.0,0.25,4.0,12.0,241.0,16.0,1.0,0.0,9.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.25,женский,0,0,Высшее/Второе высшее/Ученая степень,вспомогательный персонал,>250,0.0,34.0,39.0,Торговля,ООО,гражданский брак,0.0,0.0,0.0,0.0,0.0,0.4322033898,0.0,0.0,0.0,0.0,0.4285714286,3.0,4.0,67.0,7.0,1.0,2.0,6.0,57.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2НДФЛ,Другое,1,0.59,мужской,0,0,высшее,менеджер среднего звена,>250,2.0,61.0,55.0,Другое,ООО,женат / замужем,10.0,8.0,8.0,7.0,5.0,0.0083507307,1.0,0.0,0.0,0.0,0.1904761905,5.0,16.0,475.0,21.0,1.0,0.0,11.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Отпуск,0,0.42,женский,0,0,высшее,специалист,<50,2.0,11.0,28.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,40.0,2.0,1.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Другое,1,0.54,женский,0,0,высшее,специалист,>250,1.0,7.0,27.0,Торговля,ОАО,холост / не замужем,2.0,2.0,2.0,2.0,2.0,0.0158730159,0.0,1.0,0.0,0.0,0.4,2.0,3.0,62.0,5.0,1.0,1.0,5.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Другое,1,0.44,мужской,0,0,высшее,специалист,>250,2.0,20.0,25.0,Информационные технологии,ЗАО,холост / не замужем,1.0,1.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,19.0,3.0,0.0,0.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.58,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,158.0,52.0,Другое,Государственное предприятие,холост / не замужем,2.0,0.0,0.0,0.0,0.0,0.4086956522,0.0,2.0,2.0,0.0,0.5333333333,8.0,7.0,136.0,15.0,3.0,0.0,2.0,108.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2НДФЛ,Обучение,1,0.48,женский,0,0,высшее,вспомогательный персонал,>250,2.0,31.0,41.0,Торговля,ЗАО,женат / замужем,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,21.0,5.0,0.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Другое,1,0.59,женский,0,0,высшее,менеджер среднего звена,>250,1.0,25.0,34.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0714285714,0.0,0.0,0.0,0.0,1.0,2.0,0.0,13.0,2.0,1.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.35,мужской,2,0,среднее-специальное,менеджер среднего звена,<50,0.0,15.0,36.0,Торговля,ООО,женат / замужем,5.0,4.0,1.0,1.0,0.0,0.0217391304,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,90.0,6.0,0.0,0.0,9.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.48,женский,2,0,высшее,менеджер среднего звена,<50,2.0,12.0,28.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1346153846,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,45.0,3.0,0.0,0.0,8.0,72.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.44,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,8.0,30.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,18.0,2.0,1.0,0.0,15.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.59,мужской,1,0,высшее,рабочий,>250,0.0,28.0,28.0,Другое,ЗАО,женат / замужем,2.0,2.0,1.0,1.0,1.0,0.0136986301,1.0,1.0,0.0,0.0,0.2857142857,2.0,5.0,72.0,7.0,1.0,0.0,3.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Отпуск,1,0.59,женский,1,0,среднее-специальное,специалист,>250,0.0,31.0,28.0,Торговля,ООО,женат / замужем,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285714286,4.0,3.0,120.0,7.0,1.0,0.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.38,мужской,0,0,незаконченное высшее,менеджер высшего звена,<50,0.0,32.0,44.0,Торговля,ООО,разведен / разведена,0.0,0.0,0.0,0.0,0.0,0.0104166667,1.0,0.0,0.0,0.0,0.3,3.0,7.0,190.0,10.0,2.0,0.0,22.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.34,мужской,0,0,высшее,специалист,>250,0.0,18.0,36.0,Другое,ООО,холост / не замужем,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,4.0,0.0,0.0,7.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,1,0.58,мужской,0,0,среднее-специальное,специалист,<50,0.0,117.0,44.0,Торговля,ООО,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,65.0,4.0,0.0,3.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.39,женский,0,0,высшее,специалист,>250,0.0,14.0,23.0,Торговля,ЗАО,гражданский брак,1.0,0.0,0.0,0.0,0.0,0.3157894737,0.0,3.0,1.0,1.0,0.8333333333,5.0,1.0,26.0,6.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Покупка автомобиля,0,0.38,мужской,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,21.0,39.0,Торговля,Индивидуальный предприниматель,женат / замужем,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,107.0,6.0,1.0,0.0,14.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Обучение,1,0.36,женский,0,0,второе высшее,специалист,<50,2.0,12.0,25.0,Торговля,ООО,холост / не замужем,2.0,2.0,2.0,1.0,1.0,0.0535714286,0.0,2.0,1.0,1.0,0.8,4.0,1.0,53.0,5.0,3.0,0.0,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.53,мужской,2,0,высшее,специалист,>250,1.0,55.0,33.0,Другое,ОАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0634920635,0.0,0.0,0.0,0.0,0.4,4.0,6.0,118.0,10.0,2.0,0.0,18.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
