INCOME_BASE_TYPE,CREDIT_PURPOSE,INSURANCE_FLAG,DTI,SEX,FULL_AGE_CHILD_NUMBER,DEPENDANT_NUMBER,EDUCATION,EMPL_TYPE,EMPL_SIZE,BANKACCOUNT_FLAG,Period_at_work,age,EMPL_PROPERTY,EMPL_FORM,FAMILY_STATUS,max90days,max60days,max30days,max21days,max14days,avg_num_delay,if_zalog,num_AccountActive180,num_AccountActive90,num_AccountActive60,Active_to_All_prc,numAccountActiveAll,numAccountClosed,sum_of_paym_months,all_credits,Active_not_cc,own_closed,min_MnthAfterLoan,max_MnthAfterLoan,dlq_exist,thirty_in_a_year,sixty_in_a_year,ninety_in_a_year,thirty_vintage,sixty_vintage,ninety_vintage
2НДФЛ,Ремонт,0,0.3,мужской,1,0,высшее,вспомогательный персонал,>250,0.0,74.0,27.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.1956521739,0.0,1.0,0.0,0.0,0.1666666667,1.0,5.0,37.0,6.0,1.0,0.0,5.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.53,женский,0,0,высшее,менеджер высшего звена,>250,1.0,7.0,31.0,Другое,ЗАО,женат / замужем,2.0,1.0,0.0,0.0,0.0,0.2540322581,1.0,0.0,0.0,0.0,0.3,3.0,7.0,185.0,10.0,2.0,0.0,8.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.25,женский,0,0,Высшее/Второе высшее/Ученая степень,торговый представитель,>250,0.0,22.0,27.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0476190476,0.0,0.0,0.0,0.0,1.0,1.0,0.0,20.0,1.0,1.0,0.0,19.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.29,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,44.0,39.0,Юридические услуги,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0084033613,1.0,1.0,0.0,0.0,0.6666666667,2.0,1.0,118.0,3.0,0.0,0.0,4.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.24,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,>250,0.0,9.0,34.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0391061453,1.0,1.0,0.0,0.0,0.2727272727,3.0,8.0,172.0,11.0,2.0,2.0,3.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.56,женский,1,0,высшее,менеджер среднего звена,>250,0.0,116.0,42.0,Торговля,ЗАО,женат / замужем,2.0,2.0,0.0,0.0,0.0,0.0097087379,0.0,1.0,1.0,1.0,0.5,2.0,2.0,102.0,4.0,1.0,2.0,1.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.3,женский,1,0,высшее,менеджер среднего звена,>250,0.0,75.0,38.0,Торговля,ЗАО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,16.0,2.0,1.0,1.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1,0.42,мужской,2,0,среднее-специальное,рабочий,>250,0.0,29.0,30.0,Другое,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.0,4.0,47.0,5.0,0.0,1.0,14.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.18,мужской,1,0,среднее-специальное,специалист,>250,0.0,27.0,33.0,Информационные технологии,ОАО,женат / замужем,3.0,1.0,1.0,1.0,1.0,0.1282051282,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,34.0,3.0,1.0,2.0,7.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.47,мужской,2,0,высшее,рабочий,>250,0.0,32.0,39.0,Другое,ООО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0660377358,1.0,0.0,0.0,0.0,0.375,3.0,5.0,99.0,8.0,2.0,1.0,16.0,104.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.59,мужской,0,0,высшее,специалист,>250,0.0,18.0,27.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.1056338028,0.0,0.0,0.0,0.0,0.375,3.0,5.0,127.0,8.0,1.0,0.0,8.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.42,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,20.0,30.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0068493151,0.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,145.0,6.0,1.0,1.0,17.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.2,женский,0,0,высшее,менеджер среднего звена,>250,0.0,36.0,28.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,2.0,0.0,15.0,2.0,1.0,0.0,6.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0,0.23,мужской,1,0,высшее,специалист,>250,0.0,130.0,53.0,Торговля,ЗАО,женат / замужем,3.0,0.0,0.0,0.0,0.0,0.0394736842,1.0,0.0,0.0,0.0,0.1666666667,1.0,5.0,146.0,6.0,1.0,1.0,6.0,135.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.31,мужской,0,0,высшее,специалист,>250,1.0,17.0,30.0,Информационные технологии,ООО,разведен / разведена,1.0,1.0,1.0,0.0,0.0,0.1052631579,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,51.0,3.0,1.0,2.0,11.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.42,женский,0,0,высшее,специалист,>250,0.0,197.0,39.0,Информационные технологии,ОАО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,46.0,2.0,0.0,0.0,45.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.56,женский,1,0,среднее-специальное,рабочий,>250,2.0,36.0,37.0,Сельское и лесное хозяйство,ООО,женат / замужем,3.0,3.0,3.0,1.0,1.0,0.0465116279,0.0,1.0,0.0,0.0,1.0,4.0,0.0,41.0,4.0,4.0,0.0,5.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1,0.03,мужской,0,0,незаконченное высшее,менеджер высшего звена,<50,0.0,54.0,35.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.1351351351,1.0,0.0,0.0,0.0,0.2,1.0,4.0,32.0,5.0,1.0,0.0,19.0,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.29,женский,0,0,второе высшее,менеджер среднего звена,>250,0.0,98.0,32.0,Информационные технологии,ООО,женат / замужем,4.0,2.0,2.0,2.0,2.0,0.0078740157,1.0,1.0,0.0,0.0,0.4,4.0,6.0,126.0,10.0,2.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.43,мужской,0,0,среднее,рабочий,>250,1.0,246.0,55.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,2.0,2.0,13.0,4.0,0.0,0.0,5.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.49,женский,0,0,среднее-специальное,вспомогательный персонал,>250,1.0,25.0,29.0,Торговля,ООО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.25,1.0,3.0,70.0,4.0,1.0,2.0,16.0,88.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,0,0.5,мужской,1,0,среднее,менеджер среднего звена,>250,1.0,93.0,37.0,Информационные технологии,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,3.0,5.0,122.0,8.0,2.0,4.0,15.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.47,женский,1,0,высшее,специалист,>250,0.0,16.0,33.0,Торговля,ООО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,3.0,43.0,5.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.16,мужской,0,0,высшее,менеджер высшего звена,<50,0.0,44.0,51.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0212765957,0.0,0.0,0.0,0.0,0.5,1.0,1.0,46.0,2.0,0.0,1.0,44.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.26,мужской,2,0,высшее,менеджер высшего звена,>250,1.0,89.0,31.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0226244344,1.0,0.0,0.0,0.0,0.75,7.0,1.0,216.0,8.0,5.0,0.0,8.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.21,мужской,1,0,среднее-специальное,менеджер высшего звена,<50,0.0,45.0,36.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,60.0,2.0,0.0,0.0,27.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.13,женский,1,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,46.0,30.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.45,мужской,2,0,Высшее/Второе высшее/Ученая степень,рабочий,<50,0.0,25.0,41.0,Другое,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0185185185,0.0,2.0,0.0,0.0,1.0,5.0,0.0,53.0,5.0,4.0,0.0,4.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.1,мужской,1,0,Высшее/Второе высшее/Ученая степень,менеджер высшего звена,<50,0.0,9.0,28.0,Торговля,Государственное предприятие,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0326086957,1.0,0.0,0.0,0.0,0.25,1.0,3.0,89.0,4.0,1.0,1.0,17.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Свободная форма с печатью работодателя,Ремонт,1,0.36,мужской,1,0,незаконченное высшее,менеджер среднего звена,<50,0.0,7.0,30.0,Информационные технологии,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.1126126126,0.0,0.0,0.0,0.0,0.4285714286,3.0,4.0,197.0,7.0,1.0,0.0,22.0,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.58,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,6.0,42.0,Торговля,ОАО,женат / замужем,6.0,5.0,5.0,4.0,2.0,0.126984127,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,55.0,6.0,1.0,0.0,45.0,70.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.44,женский,1,0,незаконченное высшее,менеджер среднего звена,>250,0.0,109.0,29.0,Торговля,ЗАО,женат / замужем,6.0,2.0,1.0,0.0,0.0,0.1666666667,0.0,0.0,0.0,0.0,0.5,2.0,2.0,20.0,4.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка мебели,1,0.58,мужской,0,0,высшее,специалист,<50,0.0,29.0,27.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,20.0,2.0,1.0,0.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.38,женский,1,0,высшее,менеджер среднего звена,>250,0.0,160.0,42.0,Торговля,ЗАО,разведен / разведена,1.0,0.0,0.0,0.0,0.0,0.0290909091,1.0,0.0,0.0,0.0,0.5,7.0,7.0,267.0,14.0,5.0,4.0,9.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.51,мужской,1,0,высшее,специалист,>250,1.0,89.0,43.0,Торговля,ООО,женат / замужем,1.0,0.0,0.0,0.0,0.0,0.0869565217,1.0,0.0,0.0,0.0,0.6666666667,4.0,2.0,168.0,6.0,2.0,1.0,17.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,0,0.16,мужской,1,0,высшее,вспомогательный персонал,>250,1.0,43.0,40.0,Другое,ОАО,разведен / разведена,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.1428571429,1.0,6.0,33.0,7.0,0.0,3.0,1.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.51,женский,0,0,высшее,менеджер среднего звена,>250,0.0,26.0,49.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,3.0,14.0,4.0,1.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Обучение,1,0.22,мужской,1,0,высшее,менеджер высшего звена,<50,0.0,34.0,42.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,33.0,2.0,0.0,1.0,11.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.59,женский,1,0,высшее,специалист,>250,0.0,29.0,26.0,Другое,ООО,женат / замужем,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666667,2.0,1.0,15.0,3.0,1.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0,0.31,мужской,1,0,Высшее/Второе высшее/Ученая степень,специалист,<50,0.0,70.0,32.0,Другое,ООО,женат / замужем,2.0,1.0,0.0,0.0,0.0,0.1843971631,1.0,0.0,0.0,0.0,0.3333333333,4.0,8.0,115.0,12.0,2.0,3.0,12.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.37,женский,2,0,высшее,менеджер среднего звена,>250,1.0,78.0,35.0,Другое,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,2.0,2.0,47.0,4.0,1.0,2.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.33,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,15.0,49.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0126582278,1.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,78.0,6.0,2.0,1.0,8.0,78.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
2НДФЛ,Покупка мебели,1,0.59,женский,0,0,среднее,вспомогательный персонал,>250,0.0,33.0,27.0,Другое,Государственное предприятие,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,1.0,1.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,1,0.49,женский,0,0,высшее,специалист,>250,0.0,11.0,25.0,Другое,ООО,холост / не замужем,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,30.0,2.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка недвижимости/ строительство,1,0.42,мужской,1,0,высшее,менеджер среднего звена,>250,0.0,103.0,46.0,Другое,Иная форма,холост / не замужем,2.0,1.0,1.0,0.0,0.0,0.0886075949,0.0,1.0,1.0,1.0,0.5,4.0,4.0,144.0,8.0,2.0,1.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,1,0.49,мужской,1,0,высшее,менеджер высшего звена,<50,0.0,301.0,55.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,1.0,2.0,11.0,3.0,0.0,0.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Ремонт,1,0.18,женский,1,0,высшее,специалист,>250,0.0,15.0,34.0,Другое,Государственное предприятие,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,2.0,4.0,35.0,6.0,1.0,0.0,10.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Обучение,1,0.25,мужской,2,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,47.0,57.0,Другое,Иная форма,женат / замужем,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333,3.0,6.0,90.0,9.0,1.0,1.0,11.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.31,женский,1,0,высшее,специалист,>250,0.0,39.0,27.0,Торговля,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.55,женский,0,0,Высшее/Второе высшее/Ученая степень,менеджер среднего звена,<50,0.0,194.0,56.0,Другое,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.0651685393,0.0,0.0,0.0,0.0,0.3529411765,6.0,11.0,416.0,17.0,2.0,0.0,16.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.49,женский,0,0,высшее,специалист,>250,0.0,87.0,33.0,Другое,Иная форма,женат / замужем,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,1.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,1,0.17,мужской,2,0,высшее,менеджер среднего звена,>250,0.0,25.0,34.0,Другое,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0134228188,1.0,0.0,0.0,0.0,0.2222222222,2.0,7.0,147.0,9.0,2.0,1.0,11.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка недвижимости/ строительство,0,0.43,мужской,3,0,высшее,вспомогательный персонал,>250,0.0,10.0,42.0,Другое,ООО,женат / замужем,1.0,1.0,0.0,0.0,0.0,0.0181818182,0.0,0.0,0.0,0.0,0.2,1.0,4.0,108.0,5.0,1.0,2.0,6.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Покупка автомобиля,0,0.52,мужской,2,0,высшее,вспомогательный персонал,>250,0.0,125.0,35.0,Торговля,ОАО,женат / замужем,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.38,женский,1,0,высшее,специалист,>250,0.0,14.0,31.0,Торговля,ООО,женат / замужем,1.0,1.0,1.0,1.0,1.0,0.0060240964,1.0,1.0,0.0,0.0,0.1,1.0,9.0,165.0,10.0,1.0,0.0,4.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка бытовой техники,0,0.44,мужской,1,0,незаконченное высшее,специалист,>250,0.0,19.0,27.0,Торговля,ЗАО,женат / замужем,2.0,1.0,1.0,0.0,0.0,0.1929824561,1.0,0.0,0.0,0.0,0.4,2.0,3.0,92.0,5.0,0.0,0.0,20.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка недвижимости/ строительство,1,0.15,женский,0,0,высшее,менеджер среднего звена,>250,0.0,25.0,48.0,Торговля,ООО,женат / замужем,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,1.0,24.0,2.0,0.0,0.0,16.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,1,0.48,женский,0,0,высшее,специалист,>250,1.0,27.0,26.0,Другое,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,55.0,3.0,1.0,0.0,13.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,1,0.54,женский,0,0,Высшее/Второе высшее/Ученая степень,специалист,>250,0.0,32.0,57.0,Другое,ЗАО,холост / не замужем,4.0,3.0,2.0,2.0,2.0,0.3566878981,0.0,0.0,0.0,0.0,0.5,6.0,6.0,101.0,12.0,1.0,0.0,6.0,91.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Поступление зарплаты на счет,Ремонт,1,0.22,женский,1,0,среднее-специальное,вспомогательный персонал,>250,0.0,68.0,39.0,Торговля,ООО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.5993265993,0.0,0.0,0.0,0.0,0.2857142857,3.0,4.0,119.0,7.0,1.0,0.0,66.0,106.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.49,женский,1,0,высшее,вспомогательный персонал,>250,0.0,243.0,44.0,Другое,ОАО,повторный брак,3.0,1.0,1.0,1.0,1.0,0.015625,0.0,3.0,3.0,1.0,0.6153846154,8.0,5.0,126.0,13.0,4.0,0.0,0.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2НДФЛ,Отпуск,1,0.07,мужской,0,0,высшее,специалист,>250,0.0,73.0,29.0,Торговля,ООО,холост / не замужем,6.0,6.0,6.0,6.0,5.0,0.2054794521,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.0,5.0,0.0,0.0,33.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
Форма банка (без печати работодателя),Покупка бытовой техники,1,0.34,женский,1,0,среднее-специальное,торговый представитель,>250,0.0,62.0,44.0,Торговля,ООО,женат / замужем,2.0,2.0,1.0,1.0,1.0,0.0377358491,0.0,0.0,0.0,0.0,0.5,2.0,2.0,102.0,4.0,1.0,0.0,35.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка земли,1,0.47,женский,0,0,высшее,специалист,>250,1.0,15.0,25.0,Торговля,ЗАО,женат / замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Ремонт,0,0.17,мужской,0,0,высшее,специалист,>250,1.0,71.0,32.0,Другое,ООО,холост / не замужем,1.0,1.0,1.0,1.0,0.0,0.0594059406,1.0,0.0,0.0,0.0,0.25,2.0,6.0,95.0,8.0,1.0,2.0,8.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Покупка автомобиля,0,0.25,мужской,0,0,высшее,специалист,>250,0.0,8.0,35.0,Торговля,ООО,холост / не замужем,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26.0,1.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Покупка автомобиля,0,0.26,мужской,0,0,высшее,специалист,<50,0.0,7.0,25.0,Информационные технологии,ООО,холост / не замужем,1.0,0.0,0.0,0.0,0.0,0.3166666667,0.0,0.0,0.0,0.0,0.6666666667,2.0,1.0,41.0,3.0,1.0,0.0,16.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,0,0.16,мужской,0,0,высшее,специалист,>250,0.0,73.0,57.0,Информационные технологии,ОАО,женат / замужем,2.0,0.0,0.0,0.0,0.0,0.0972222222,0.0,0.0,0.0,0.0,0.2727272727,3.0,8.0,130.0,11.0,3.0,5.0,4.0,122.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
2НДФЛ,Ремонт,0,0.3,мужской,1,0,второе высшее,менеджер высшего звена,<50,0.0,111.0,37.0,Торговля,ООО,повторный брак,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,2.0,6.0,98.0,8.0,1.0,3.0,3.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Поступление зарплаты на счет,Другое,0,0.48,женский,0,0,среднее-специальное,вспомогательный персонал,>250,0.0,28.0,54.0,Торговля,ООО,холост / не замужем,5.0,1.0,1.0,0.0,0.0,0.0652173913,0.0,1.0,1.0,0.0,0.5,3.0,3.0,129.0,6.0,2.0,0.0,2.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Отпуск,1,0.41,женский,1,0,среднее,вспомогательный персонал,<50,0.0,44.0,27.0,Другое,ООО,холост / не замужем,3.0,2.0,1.0,1.0,1.0,0.0728476821,0.0,0.0,0.0,0.0,0.3125,5.0,11.0,140.0,16.0,3.0,1.0,10.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Форма банка (без печати работодателя),Ремонт,1,0.17,женский,0,0,второе высшее,менеджер среднего звена,>250,0.0,8.0,25.0,Информационные технологии,ЗАО,холост / не замужем,1.0,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,1.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
